"accuracy","tp_rate","tn_rate","precision","npv","fn_rate","fp_rate","fdr","fo_rate","trace_num"
0.9983731698160431,0.08333333333333333,0.9988314344142565,0.034482758620689655,0.9995405947210158,0.9166666666666666,2.3333333333333335,0.9655172413793104,0.0004594052789842967,0.0
0.9985400241938848,0.0625,0.9991651709312518,0.047619047619047616,0.99937374749499,0.9375,1.25,0.9523809523809523,0.00062625250501002,1.0
0.9973720435489927,0.05128205128205128,0.9989136792846995,0.07142857142857142,0.9984547922321988,0.9487179487179487,0.6666666666666666,0.9285714285714286,0.0015452077678012111,2.0
0.9932423976974096,0.030534351145038167,0.9985320023487962,0.10256410256410256,0.9946937411214173,0.9694656488549618,0.26717557251908397,0.8974358974358975,0.005306258878582769,3.0
0.9939098152087765,0.010101010101010102,0.9979894445840664,0.02040816326530612,0.9959036950342752,0.98989898989899,0.48484848484848486,0.9795918367346939,0.0040963049657247955,4.0
0.9956617861761148,0.04225352112676056,0.9984938498870387,0.07692307692307693,0.9971588535138297,0.9577464788732394,0.5070422535211268,0.9230769230769231,0.0028411464861703016,5.0
0.9900304509239561,0.022099447513812154,0.9973940820443846,0.06060606060606061,0.9925963107039779,0.9779005524861878,0.3425414364640884,0.9393939393939394,0.007403689296022086,6.0
0.9874442080674092,0.00847457627118644,0.9971774023676118,0.028985507246376812,0.990210843373494,0.9915254237288136,0.2838983050847458,0.9710144927536232,0.009789156626506024,7.0
0.9819797271930922,0.015189873417721518,0.998176266010688,0.12244897959183673,0.9837401772278883,0.9848101265822785,0.10886075949367088,0.8775510204081632,0.016259822772111687,8.0
0.9978308930880574,0.0,0.9988725572072824,0.0,0.9989559842980038,1.0,1.08,1.0,0.001044015701996158,9.0
0.9929504025361865,0.046511627906976744,0.998070793491025,0.11538461538461539,0.9948580744952135,0.9534883720930233,0.35658914728682173,0.8846153846153846,0.00514192550478659,1.0
0.9948275142869061,0.06315789473684211,0.998534215595946,0.14634146341463414,0.9962811298679592,0.9368421052631579,0.3684210526315789,0.8536585365853658,0.0037188701320407824,1.0
0.9933258248863305,0.017391304347826087,0.9980300108978121,0.04081632653061224,0.9952767095803378,0.9826086956521739,0.40869565217391307,0.9591836734693877,0.004723290419662264,1.0
0.994535519125683,0.0,0.9981161301126136,0.0,0.9964058843196255,1.0,0.5232558139534884,1.0,0.0035941156803744566,1.0
0.9948692278813666,0.0,0.9975740337962188,0.0,0.9972820405603178,1.0,0.8923076923076924,1.0,0.002717959439682208,1.0
0.9919909898635966,0.0,0.9967725710453517,0.0,0.995187479075996,1.0,0.6695652173913044,1.0,0.004812520924004017,1.0
0.9926584073749635,0.06578947368421052,0.9985726879644011,0.22727272727272727,0.9940657779263655,0.9342105263157895,0.2236842105263158,0.7727272727272727,0.005934222073634502,1.0
0.9943269511533809,0.020833333333333332,0.9982409850483729,0.045454545454545456,0.9960717121484391,0.9791666666666666,0.4375,0.9545454545454546,0.003928287851560868,1.0
0.9982897426271222,0.07142857142857142,0.9988313368671481,0.034482758620689655,0.9994570664884731,0.9285714285714286,2.0,0.9655172413793104,0.000542933511526896,1.0
0.9982480290326617,0.0,0.9989564201035231,0.0,0.9992901286119926,1.0,1.4705882352941178,1.0,0.0007098713880073493,1.0
0.9983731698160431,0.0,0.9988314831817043,0.0,0.9995406139068699,1.0,2.5454545454545454,1.0,0.0004593860931300898,2.0
