"num_spikes","num_predicted","accuracy","tp_rate","tn_rate","precision","npv","fn_rate","fp_rate","fd_rate","fo_rate","trace_num"
12.0,12.0,0.999332582488633,0.3333333333333333,0.999666124118359,0.3333333333333333,0.999666124118359,0.6666666666666666,0.000333875881641,0.6666666666666666,0.000333875881641,0.0
17.0,17.0,0.9995828988529718,0.7058823529411765,0.999791301444194,0.7058823529411765,0.999791301444194,0.29411764705882354,0.0002086985558059938,0.29411764705882354,0.0002086985558059938,1.0
39.0,39.0,0.9981646018437409,0.4358974358974359,0.9990808055485919,0.4358974358974359,0.9990808055485919,0.5641025641025641,0.0009191944514080388,0.5641025641025641,0.0009191944514080388,2.0
132.0,135.0,0.9919092501459671,0.2814814814814815,0.9959317200016776,0.2814814814814815,0.9959317200016776,0.7185185185185186,0.004068279998322359,0.7185185185185186,0.004068279998322359,3.0
100.0,97.0,0.9941598531620224,0.27835051546391754,0.9970680628272252,0.27835051546391754,0.9970680628272252,0.7216494845360825,0.002931937172774869,0.7216494845360825,0.002931937172774869,4.0
71.0,81.0,0.9953300254346829,0.30864197530864196,0.9976570998242825,0.30864197530864196,0.9976570998242825,0.691358024691358,0.002342900175717513,0.691358024691358,0.002342900175717513,5.0
181.0,193.0,0.9954138002918491,0.7150259067357513,0.9976882985877606,0.7150259067357513,0.9976882985877606,0.2849740932642487,0.002311701412239408,0.2849740932642487,0.002311701412239408,6.0
236.0,260.0,0.9904154686002417,0.5576923076923077,0.9951552428697814,0.5576923076923077,0.9951552428697814,0.4423076923076923,0.004844757130218646,0.4423076923076923,0.004844757130218646,7.0
401.0,314.0,0.9799983262197673,0.23885350318471338,0.9898660108548168,0.23885350318471338,0.9898660108548168,0.7611464968152867,0.010133989145183176,0.7611464968152867,0.010133989145183176,8.0
26.0,28.0,0.9985819743921258,0.39285714285714285,0.9992901582529542,0.39285714285714285,0.9992901582529542,0.6071428571428571,0.0007098417470458057,0.6071428571428571,0.0007098417470458057,9.0
132.0,139.0,0.9917451846910698,0.28776978417266186,0.9958485344068436,0.28776978417266186,0.9958485344068436,0.7122302158273381,0.004151465593156372,0.7122302158273381,0.004151465593156372,10.0
97.0,84.0,0.9956601569020197,0.38095238095238093,0.9978224455611391,0.38095238095238093,0.9978224455611391,0.6190476190476191,0.0021775544388609714,0.6190476190476191,0.0021775544388609714,11.0
117.0,117.0,0.9929932852316804,0.28205128205128205,0.9964794635373009,0.28205128205128205,0.9964794635373009,0.717948717948718,0.003520536462699078,0.717948717948718,0.003520536462699078,12.0
90.0,80.0,0.9951608193233491,0.275,0.9975723075635177,0.275,0.9975723075635177,0.725,0.002427692436482357,0.725,0.002427692436482357,13.0
65.0,74.0,0.9954966224668501,0.2702702702702703,0.9977413418102727,0.2702702702702703,0.9977413418102727,0.7297297297297297,0.002258658189727288,0.7297297297297297,0.002258658189727288,14.0
115.0,115.0,0.9925749801860426,0.22608695652173913,0.9962695951043675,0.22608695652173913,0.9962695951043675,0.7739130434782608,0.0037304048956324923,0.7739130434782608,0.0037304048956324923,15.0
152.0,151.0,0.9940764224929084,0.5298013245033113,0.9970194366315436,0.5298013245033113,0.9970194366315436,0.47019867549668876,0.002980563368456404,0.47019867549668876,0.002980563368456404,16.0
96.0,89.0,0.9980806142034548,0.7415730337078652,0.9990367299074423,0.7415730337078652,0.9990367299074423,0.25842696629213485,0.0009632700925576914,0.25842696629213485,0.0009632700925576914,17.0
14.0,14.0,0.9992491552997121,0.35714285714285715,0.9996243582787262,0.35714285714285715,0.9996243582787262,0.6428571428571429,0.0003756417212738428,0.6428571428571429,0.0003756417212738428,18.0
17.0,17.0,0.9989154465440288,0.23529411764705882,0.999457338453832,0.23529411764705882,0.999457338453832,0.7647058823529411,0.0005426615461679746,0.7647058823529411,0.0005426615461679746,19.0
11.0,13.0,0.9989989572471324,0.07692307692307693,0.9994992070778733,0.07692307692307693,0.9994992070778733,0.9230769230769231,0.0005007929221267006,0.9230769230769231,0.0005007929221267006,20.0
