num_spikes,num_predicted,accuracy,tp_rate,tn_rate,precision,npv,fn_rate,fp_rate,fd_rate,fo_rate,trace_num
12.0,126.0,0.9905343131149583,0.09523809523809523,0.9952422686866158,0.09523809523809523,0.9952422686866158,0.9047619047619048,0.004757731313384249,0.9047619047619048,0.004757731313384249,0.0
17.0,15.0,0.9995828640553956,0.6666666666666666,0.999791301444194,0.6666666666666666,0.999791301444194,0.3333333333333333,0.0002086985558059938,0.3333333333333333,0.0002086985558059938,1.0
39.0,40.0,0.9978309835655294,0.35,0.9989136792846995,0.35,0.9989136792846995,0.65,0.0010863207153004094,0.65,0.0010863207153004094,2.0
132.0,96.0,0.9943188938552153,0.2916666666666667,0.9971480098980833,0.2916666666666667,0.9971480098980833,0.7083333333333334,0.002851990101916705,0.7083333333333334,0.002851990101916705,3.0
100.0,105.0,0.9942452043369474,0.34285714285714286,0.9971099476439791,0.34285714285714286,0.9971099476439791,0.6571428571428571,0.0028900523560209425,0.6571428571428571,0.0028900523560209425,4.0
71.0,71.0,0.9965794852542443,0.4225352112676056,0.9982846623713497,0.4225352112676056,0.9982846623713497,0.5774647887323944,0.001715337628650322,0.5774647887323944,0.001715337628650322,5.0
181.0,196.0,0.9930798732699683,0.576530612244898,0.9965114324142569,0.576530612244898,0.9965114324142569,0.42346938775510207,0.003488567585743107,0.42346938775510207,0.003488567585743107,6.0
236.0,157.0,0.9948941156775759,0.6114649681528662,0.9974301723048405,0.6114649681528662,0.9974301723048405,0.3885350318471338,0.002569827695159456,0.3885350318471338,0.002569827695159456,7.0
401.0,188.0,0.9891468955073195,0.31382978723404253,0.9945301899592944,0.31382978723404253,0.9945301899592944,0.6861702127659575,0.005469810040705563,0.6861702127659575,0.005469810040705563,8.0
26.0,119.0,0.9917733089579525,0.16806722689075632,0.9958662157083803,0.16806722689075632,0.9958662157083803,0.8319327731092437,0.004133784291619692,0.8319327731092437,0.004133784291619692,9.0
132.0,127.0,0.9954951197130224,0.5748031496062992,0.9977355642219147,0.5748031496062992,0.9977355642219147,0.4251968503937008,0.0022644357780852937,0.4251968503937008,0.0022644357780852937,10.0
97.0,104.0,0.9944129419613076,0.3557692307692308,0.9971943048576214,0.3557692307692308,0.9971943048576214,0.6442307692307693,0.0028056951423785594,0.6442307692307693,0.0028056951423785594,11.0
117.0,127.0,0.9929128277817151,0.33070866141732286,0.9964375523889355,0.33070866141732286,0.9964375523889355,0.6692913385826772,0.003562447611064543,0.6692913385826772,0.003562447611064543,12.0
90.0,80.0,0.9959951608193234,0.4,0.9979908752249801,0.4,0.9979908752249801,0.6,0.0020091247750198818,0.6,0.0020091247750198818,13.0
65.0,60.0,0.9955774365821095,0.11666666666666667,0.9977831688137861,0.11666666666666667,0.9977831688137861,0.8833333333333333,0.00221683118621382,0.8833333333333333,0.00221683118621382,14.0
115.0,81.0,0.9943188938552153,0.16049382716049382,0.9971498030010898,0.16049382716049382,0.9971498030010898,0.8395061728395061,0.0028501969989102186,0.8395061728395061,0.0028501969989102186,15.0
152.0,216.0,0.9856055248159088,0.19907407407407407,0.9927375005247471,0.19907407407407407,0.9927375005247471,0.8009259259259259,0.007262499475252928,0.8009259259259259,0.007262499475252928,16.0
96.0,121.0,0.9935827985665472,0.36363636363636365,0.9967751392553503,0.36363636363636365,0.9967751392553503,0.6363636363636364,0.0032248607446496626,0.6363636363636364,0.0032248607446496626,17.0
14.0,33.0,0.9983327775925308,0.3939393939393939,0.9991652406193915,0.3939393939393939,0.9991652406193915,0.6060606060606061,0.0008347593806085396,0.6060606060606061,0.0008347593806085396,18.0
17.0,18.0,0.9992491866188371,0.5,0.9996243112372684,0.5,0.9996243112372684,0.5,0.00037568876273167475,0.5,0.00037568876273167475,19.0
11.0,11.0,0.9991657281107913,0.09090909090909091,0.9995826725648944,0.09090909090909091,0.9995826725648944,0.9090909090909091,0.00041732743510558383,0.9090909090909091,0.00041732743510558383,20.0
