"accuracy","tp_rate","tn_rate","precision","npv","fn_rate","fp_rate","fdr","fo_rate","trace_num"
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.9999582864055395,1.0,0.9999582602888388,0.9375,1.0,0.0,4.1739711161198765e-5,0.0625,0.0,1.0
0.9998748592166187,0.9230769230769231,1.0,1.0,0.9998746710114049,0.07692307692307693,0.0,0.0,0.00012532898859506203,2.0
0.8632628373586952,1.0,0.8625173006752506,0.03814553990610329,1.0,0.0,0.1374826993247494,0.9618544600938967,0.0,3.0
0.9999582864055395,1.0,0.9999581151832461,0.98989898989899,1.0,0.0,4.18848167539267e-5,0.010101010101010102,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0
0.9999165728110792,0.988950276243094,1.0,1.0,0.9999159451962679,0.011049723756906077,0.0,0.0,8.405480373203328e-5,6.0
0.8362324281483335,1.0,0.8346042044066225,0.05670350792888035,1.0,0.0,0.16539579559337741,0.9432964920711197,0.0,7.0
0.9914487131356109,0.48346055979643765,0.9999151823579304,0.9895833333333334,0.9914637736007738,0.5165394402035624,8.481764206955047e-5,0.010416666666666666,0.008536226399226273,8.0
0.9999582864055395,1.0,0.999958244603115,0.96,1.0,0.0,4.175539688504739e-5,0.04,0.0,9.0
0.9998748592166187,1.0,0.9998741980123286,0.9767441860465116,1.0,0.0,0.0001258019876714052,0.023255813953488372,0.0,1.0
0.9999165728110792,1.0,0.9999162479061977,0.9789473684210527,1.0,0.0,8.375209380234506e-5,0.021052631578947368,0.0,1.0
0.9999165728110792,1.0,0.999916177703269,0.9826086956521739,1.0,0.0,8.382229673093043e-5,0.017391304347826087,0.0,1.0
0.9998331456221583,1.0,0.999832572935415,0.9534883720930233,1.0,0.0,0.00016742706458499016,0.046511627906976744,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.9992491552997121,0.8434782608695652,1.0,1.0,0.9992461048751885,0.1565217391304348,0.0,0.0,0.0007538951248115262,1.0
0.9987903057606474,0.8157894736842105,0.9999580202342471,0.992,0.9988258973498826,0.18421052631578946,4.19797657529071e-5,0.008,0.0011741026501174102,1.0
0.999708004838777,0.9270833333333334,1.0,1.0,0.9997069167643611,0.07291666666666667,0.0,0.0,0.00029308323563892143,1.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
